total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_both_degraded_40
400,0.7675,0.2325,276.36,316.38,319.34,0.6961,0.0,29,2354.017198085785,0.132192,0.0,pass,pass,pass,fail
