total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_both_degraded_40
400,0.98,0.02,268.63,315.55,317.69,0.8947,0.695,8,,0.05145,0.278,pass,pass,pass,pass
